Algorithm;TreeLength;Problem;testR2;trainingR2;time;Evaluations;Generations;Fold;Rows;Columns;ModelLength;ModelDepth;Threshold
OSGA (ContPruning mit Simplifizierung);10;648_fri_c1_250_50.tsv;0,903081546594101;0,910642477427996;00:27:41.2710000;212666;28;0;250;51;16;10;0,001
OSGA (ContPruning mit Simplifizierung);10;648_fri_c1_250_50.tsv;0,815933547777796;0,812149394129715;00:27:41.2710000;207966;31;1;250;51;14;10;0,001
OSGA (ContPruning mit Simplifizierung);10;648_fri_c1_250_50.tsv;0,782628879239869;0,793471747480498;00:27:41.2710000;219866;15;2;250;51;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;648_fri_c1_250_50.tsv;0,76469719361345;0,794598882623937;00:27:41.2710000;200066;25;3;250;51;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;648_fri_c1_250_50.tsv;0,879913037696438;0,776355388678904;00:27:41.2710000;207966;32;4;250;51;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;648_fri_c1_250_50.tsv;0,852114002223554;0,842441414396294;00:27:41.2710000;206266;25;5;250;51;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;648_fri_c1_250_50.tsv;0,766914598724634;0,79412729608033;00:27:41.2710000;200166;33;6;250;51;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;648_fri_c1_250_50.tsv;0,808997553650212;0,792391574245001;00:27:41.2710000;205266;35;7;250;51;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;648_fri_c1_250_50.tsv;0,776112902139546;0,795264199277344;00:27:41.2710000;202766;30;8;250;51;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;648_fri_c1_250_50.tsv;0,729277381547309;0,820983883241343;00:27:41.2710000;200766;32;9;250;51;14;10;0,001
OSGA (ContPruning mit Simplifizierung);10;649_fri_c0_500_5.tsv;0,781027397231877;0,800879395985224;00:54:47.7520000;203466;30;0;500;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;649_fri_c0_500_5.tsv;0,824294745449873;0,796167560319396;00:54:47.7520000;201866;21;1;500;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;649_fri_c0_500_5.tsv;0,803397736014329;0,797996448610715;00:54:47.7520000;202566;30;2;500;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;649_fri_c0_500_5.tsv;0,750733270123592;0,803516147986452;00:54:47.7520000;207766;21;3;500;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;649_fri_c0_500_5.tsv;0,833306829870646;0,794379079151442;00:54:47.7520000;207366;31;4;500;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;649_fri_c0_500_5.tsv;0,722682969339141;0,832035540556774;00:54:47.7520000;224566;20;5;500;6;13;6;0,001
OSGA (ContPruning mit Simplifizierung);10;649_fri_c0_500_5.tsv;0,773268231312825;0,800977326073555;00:54:47.7520000;200366;24;6;500;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;649_fri_c0_500_5.tsv;0,85448147079526;0,792738701616296;00:54:47.7520000;1203366;15;7;500;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;649_fri_c0_500_5.tsv;0,775838304254105;0,797892349607062;00:54:47.7520000;205666;22;8;500;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;649_fri_c0_500_5.tsv;0,760063605177502;0,803432612398343;00:54:47.7520000;201266;33;9;500;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;650_fri_c0_500_50.tsv;0,775881750500828;0,772020320599591;00:37:15.5610000;205466;17;0;500;51;15;8;0,001
OSGA (ContPruning mit Simplifizierung);10;650_fri_c0_500_50.tsv;0,750602131736675;0,803102754788248;00:37:15.5610000;212766;36;1;500;51;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;650_fri_c0_500_50.tsv;0,723518933164723;0,805373613724277;00:37:15.5610000;202866;35;2;500;51;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;650_fri_c0_500_50.tsv;0,791758332504352;0,796926867664138;00:37:15.5610000;207266;32;3;500;51;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;650_fri_c0_500_50.tsv;0,877823456333821;0,821758899782065;00:37:15.5610000;202666;16;4;500;51;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;650_fri_c0_500_50.tsv;0,826033040773176;0,796074798450273;00:37:15.5610000;226766;16;5;500;51;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;650_fri_c0_500_50.tsv;0,829622824717271;0,757552900740816;00:37:15.5610000;206566;27;6;500;51;15;8;0,001
OSGA (ContPruning mit Simplifizierung);10;650_fri_c0_500_50.tsv;0,773499594424157;0,800089817648007;00:37:15.5610000;201866;31;7;500;51;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;650_fri_c0_500_50.tsv;0,776241404091202;0,799197569089797;00:37:15.5610000;201666;24;8;500;51;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;650_fri_c0_500_50.tsv;0,648411794769033;0,757802148727065;00:37:15.5610000;208366;29;9;500;51;14;7;0,001
OSGA (ContPruning mit Simplifizierung);10;651_fri_c0_100_25.tsv;0,72429245229884;0,797482942533806;00:17:42.8900000;215566;32;0;100;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;651_fri_c0_100_25.tsv;0,754531727485785;0,785523686656025;00:17:42.8900000;203766;34;1;100;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;651_fri_c0_100_25.tsv;0,84300753195659;0,782221160599077;00:17:42.8900000;203966;15;2;100;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;651_fri_c0_100_25.tsv;0,792033231795864;0,783303961115994;00:17:42.8900000;207566;30;3;100;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;651_fri_c0_100_25.tsv;0,576726752568815;0,806120039840966;00:17:42.8900000;201666;34;4;100;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;651_fri_c0_100_25.tsv;0,7369923204736;0,792819976849362;00:17:42.8900000;200766;18;5;100;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;651_fri_c0_100_25.tsv;0,763151825221673;0,775680847923944;00:17:42.8900000;205966;19;6;100;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;651_fri_c0_100_25.tsv;0,916718676118206;0,764852983219115;00:17:42.8900000;226766;31;7;100;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;651_fri_c0_100_25.tsv;0,81776583602932;0,782691185209937;00:17:42.8900000;201166;23;8;100;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;651_fri_c0_100_25.tsv;0,807000746487747;0,792842438529457;00:17:42.8900000;202966;29;9;100;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;653_fri_c0_250_25.tsv;0,895264839950807;0,793856876054199;00:25:52.7690000;238266;16;0;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;653_fri_c0_250_25.tsv;0,778912395644097;0,805603938083767;00:25:52.7690000;210066;29;1;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;653_fri_c0_250_25.tsv;0,906416285930278;0,791495507984032;00:25:52.7690000;228866;16;2;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;653_fri_c0_250_25.tsv;0,698062745787491;0,806856799010321;00:25:52.7690000;200466;24;3;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;653_fri_c0_250_25.tsv;0,795876865221462;0,80535586869177;00:25:52.7690000;203866;24;4;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;653_fri_c0_250_25.tsv;0,857377936022931;0,794927051313131;00:25:52.7690000;213766;23;5;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;653_fri_c0_250_25.tsv;0,794128320509468;0,803477234676806;00:25:52.7690000;207466;29;6;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;653_fri_c0_250_25.tsv;0,704619718683312;0,838410493134197;00:25:52.7690000;211466;23;7;250;26;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;653_fri_c0_250_25.tsv;0,628794341576324;0,811866256881453;00:25:52.7690000;203566;27;8;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;653_fri_c0_250_25.tsv;0,752465889122455;0,809066131457989;00:25:52.7690000;201866;30;9;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;654_fri_c0_500_10.tsv;0,815745781673064;0,75800934161248;00:37:41.8880000;203266;26;0;500;11;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;654_fri_c0_500_10.tsv;0,654649114607553;0,777033062679245;00:37:41.8880000;204366;31;1;500;11;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;654_fri_c0_500_10.tsv;0,742396900379526;0,806344678536196;00:37:41.8880000;207566;22;2;500;11;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;654_fri_c0_500_10.tsv;0,822752138555601;0,759809297571748;00:37:41.8880000;229866;16;3;500;11;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;654_fri_c0_500_10.tsv;0,725615881389203;0,772770694358833;00:37:41.8880000;202066;33;4;500;11;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;654_fri_c0_500_10.tsv;0,754192447583393;0,769219359763592;00:37:41.8880000;200866;31;5;500;11;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;654_fri_c0_500_10.tsv;0,765501131677962;0,768506194444002;00:37:41.8880000;199866;29;6;500;11;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;654_fri_c0_500_10.tsv;0,81926477493193;0,783469291134598;00:37:41.8880000;211666;14;7;500;11;15;8;0,001
OSGA (ContPruning mit Simplifizierung);10;654_fri_c0_500_10.tsv;0,8090939339131;0,760143247176972;00:37:41.8880000;203466;37;8;500;11;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;654_fri_c0_500_10.tsv;0,697096255172857;0,775019307081117;00:37:41.8880000;201066;33;9;500;11;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;656_fri_c1_100_5.tsv;0,57200161506554;0,807320177581753;00:19:38.6610000;209966;30;0;100;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;656_fri_c1_100_5.tsv;0,908889348339882;0,838651792500826;00:19:38.6610000;204266;29;1;100;6;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;656_fri_c1_100_5.tsv;0,483727898542943;0,81774253929021;00:19:38.6610000;201366;27;2;100;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;656_fri_c1_100_5.tsv;0,691493041846578;0,845702718010526;00:19:38.6610000;204266;24;3;100;6;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;656_fri_c1_100_5.tsv;0,90263079732695;0,777345846469125;00:19:38.6610000;220066;28;4;100;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;656_fri_c1_100_5.tsv;0,775194618059661;0,840481330102095;00:19:38.6610000;206466;31;5;100;6;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;656_fri_c1_100_5.tsv;0,816903880293785;0,825676256605742;00:19:38.6610000;202666;21;6;100;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;656_fri_c1_100_5.tsv;0,88064724847558;0,814242726010287;00:19:38.6610000;201366;31;7;100;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;656_fri_c1_100_5.tsv;0,408796598010953;0,78133240603431;00:19:38.6610000;206366;29;8;100;6;13;8;0,001
OSGA (ContPruning mit Simplifizierung);10;656_fri_c1_100_5.tsv;0,78922657819166;0,840710885058479;00:19:38.6610000;209566;24;9;100;6;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;657_fri_c2_250_10.tsv;0,884764031519231;0,774185016592572;00:30:26.7930000;207366;24;0;250;11;13;9;0,001
OSGA (ContPruning mit Simplifizierung);10;657_fri_c2_250_10.tsv;0,752004289144515;0,851704618010459;00:30:26.7930000;213666;28;1;250;11;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;657_fri_c2_250_10.tsv;0,900709141394222;0,861821374655931;00:30:26.7930000;212866;27;2;250;11;15;9;0,001
OSGA (ContPruning mit Simplifizierung);10;657_fri_c2_250_10.tsv;0,895721751937629;0,85180009332618;00:30:26.7930000;210466;29;3;250;11;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;657_fri_c2_250_10.tsv;0,817441501427004;0,817334157433585;00:30:26.7930000;219766;20;4;250;11;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;657_fri_c2_250_10.tsv;0,743238824574733;0,806771292536158;00:30:26.7930000;206566;27;5;250;11;14;10;0,001
OSGA (ContPruning mit Simplifizierung);10;657_fri_c2_250_10.tsv;0,649253863099628;0,862125816177659;00:30:26.7930000;220466;23;6;250;11;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;657_fri_c2_250_10.tsv;0,709459560094444;0,798998150479314;00:30:26.7930000;204866;27;7;250;11;14;10;0,001
OSGA (ContPruning mit Simplifizierung);10;657_fri_c2_250_10.tsv;0,855852339827487;0,869389385468968;00:30:26.7930000;202866;25;8;250;11;16;10;0,001
OSGA (ContPruning mit Simplifizierung);10;657_fri_c2_250_10.tsv;0,861638305593505;0,875324198202633;00:30:26.7930000;212566;23;9;250;11;15;9;0,001
OSGA (ContPruning mit Simplifizierung);10;658_fri_c3_250_25.tsv;0,658927803165568;0,777369456130356;00:28:14.9390000;205366;28;0;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;658_fri_c3_250_25.tsv;0,734102846094796;0,823051334510573;00:28:14.9390000;206466;30;1;250;26;16;10;0,001
OSGA (ContPruning mit Simplifizierung);10;658_fri_c3_250_25.tsv;0,723896981575554;0,760389119482626;00:28:14.9390000;205066;29;2;250;26;13;8;0,001
OSGA (ContPruning mit Simplifizierung);10;658_fri_c3_250_25.tsv;0,574862613212664;0,779532003592968;00:28:14.9390000;209566;23;3;250;26;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;658_fri_c3_250_25.tsv;0,786998274866962;0,74103164615443;00:28:14.9390000;202666;22;4;250;26;13;8;0,001
OSGA (ContPruning mit Simplifizierung);10;658_fri_c3_250_25.tsv;0,52283271066146;0,692571205732492;00:28:14.9390000;201366;33;5;250;26;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;658_fri_c3_250_25.tsv;0,736526890832018;0,811933207195732;00:28:14.9390000;203166;27;6;250;26;13;9;0,001
OSGA (ContPruning mit Simplifizierung);10;658_fri_c3_250_25.tsv;0,726485938199587;0,819207324341618;00:28:14.9390000;203066;30;7;250;26;13;9;0,001
OSGA (ContPruning mit Simplifizierung);10;658_fri_c3_250_25.tsv;0,92315647129423;0,830859741433508;00:28:14.9390000;206966;20;8;250;26;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;658_fri_c3_250_25.tsv;0,613776349332295;0,693119340977632;00:28:14.9390000;203466;25;9;250;26;13;8;0,001
OSGA (ContPruning mit Simplifizierung);10;659_sleuth_ex1714.tsv;0,91510313610203;0,874905822878734;00:15:31.5130000;207666;20;0;47;8;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;659_sleuth_ex1714.tsv;0,724765009584221;0,899278867140291;00:15:31.5130000;201166;48;1;47;8;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;659_sleuth_ex1714.tsv;0,840315752855003;0,891802457987897;00:15:31.5130000;204066;27;2;47;8;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;659_sleuth_ex1714.tsv;0,893158534122156;0,894679284927278;00:15:31.5130000;201066;39;3;47;8;15;9;0,001
OSGA (ContPruning mit Simplifizierung);10;659_sleuth_ex1714.tsv;0,752115995946887;0,888752091691054;00:15:31.5130000;206966;15;4;47;8;15;8;0,001
OSGA (ContPruning mit Simplifizierung);10;659_sleuth_ex1714.tsv;0,877066786277838;0,882054695479741;00:15:31.5130000;203566;39;5;47;8;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;659_sleuth_ex1714.tsv;0,988406686539037;0,904191290670023;00:15:31.5130000;200966;21;6;47;8;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;659_sleuth_ex1714.tsv;0,974753004279176;0,90160777871382;00:15:31.5130000;214766;16;7;47;8;13;7;0,001
OSGA (ContPruning mit Simplifizierung);10;659_sleuth_ex1714.tsv;0,981937335601879;0,88898042507998;00:15:31.5130000;204066;16;8;47;8;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;659_sleuth_ex1714.tsv;0,754038039692357;0,86088195343306;00:15:31.5130000;205166;42;9;47;8;14;10;0,001
OSGA (ContPruning mit Simplifizierung);10;663_rabe_266.tsv;0,997218300681655;0,998504175620954;00:18:14.6740000;211766;26;0;120;3;10;6;0,001
OSGA (ContPruning mit Simplifizierung);10;663_rabe_266.tsv;0,999422771132771;0,998251712690854;00:18:14.6740000;206066;16;1;120;3;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;663_rabe_266.tsv;0,997241916494888;0,998527263090695;00:18:14.6740000;208266;23;2;120;3;10;6;0,001
OSGA (ContPruning mit Simplifizierung);10;663_rabe_266.tsv;0,999061760126644;0,998223448947545;00:18:14.6740000;225166;15;3;120;3;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;663_rabe_266.tsv;0,998484244891193;0,998290757143226;00:18:14.6740000;232666;19;4;120;3;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;663_rabe_266.tsv;0,997464876822229;0,99831388080147;00:18:14.6740000;211366;25;5;120;3;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;663_rabe_266.tsv;0,997770711894837;0,998336246229327;00:18:14.6740000;204066;20;6;120;3;10;6;0,001
OSGA (ContPruning mit Simplifizierung);10;663_rabe_266.tsv;0,998744515794182;0,998393033975984;00:18:14.6740000;205966;23;7;120;3;10;6;0,001
OSGA (ContPruning mit Simplifizierung);10;663_rabe_266.tsv;0,999643799935037;0,998155974701742;00:18:14.6740000;208366;31;8;120;3;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;663_rabe_266.tsv;0,999430482117755;0,998114358552192;00:18:14.6740000;203266;17;9;120;3;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;665_sleuth_case2002.tsv;0,903679738373683;0,374055210611244;00:20:53.9310000;207766;14;0;147;7;16;10;0,001
OSGA (ContPruning mit Simplifizierung);10;665_sleuth_case2002.tsv;0,260153625923454;0,446238849839432;00:20:53.9310000;203866;36;1;147;7;17;9;0,001
OSGA (ContPruning mit Simplifizierung);10;665_sleuth_case2002.tsv;0,00859814744020793;0,478043898163305;00:20:53.9310000;200466;24;2;147;7;18;8;0,001
OSGA (ContPruning mit Simplifizierung);10;665_sleuth_case2002.tsv;0,314887004565563;0,427646050704637;00:20:53.9310000;206066;34;3;147;7;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;665_sleuth_case2002.tsv;0,0137371981019617;0,48990391957113;00:20:53.9310000;204066;34;4;147;7;16;8;0,001
OSGA (ContPruning mit Simplifizierung);10;665_sleuth_case2002.tsv;0,563838889860554;0,398854441067211;00:20:53.9310000;214066;12;5;147;7;13;10;0,001
OSGA (ContPruning mit Simplifizierung);10;665_sleuth_case2002.tsv;0,366294686899938;0,437287683588275;00:20:53.9310000;212466;30;6;147;7;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;665_sleuth_case2002.tsv;0,50629368527984;0,429609131009092;00:20:53.9310000;200166;17;7;147;7;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;665_sleuth_case2002.tsv;0,447793137564176;0,518753999738416;00:20:53.9310000;201066;38;8;147;7;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;665_sleuth_case2002.tsv;0,641113402760031;0,393379945070907;00:20:53.9310000;205066;30;9;147;7;13;9;0,001
OSGA (ContPruning mit Simplifizierung);10;666_rmftsa_ladata.tsv;0,565368226250004;0,685599324703336;00:38:28.1170000;214466;29;0;508;11;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;666_rmftsa_ladata.tsv;0,869475297924317;0,645451789087766;00:38:28.1170000;242366;14;1;508;11;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;666_rmftsa_ladata.tsv;0,356929392149996;0,697233033846926;00:38:28.1170000;209266;34;2;508;11;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;666_rmftsa_ladata.tsv;0,485615418054711;0,690034502697437;00:38:28.1170000;200266;27;3;508;11;10;6;0,001
OSGA (ContPruning mit Simplifizierung);10;666_rmftsa_ladata.tsv;0,518856234128114;0,688675988485736;00:38:28.1170000;200366;31;4;508;11;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;666_rmftsa_ladata.tsv;0,799500317924883;0,643486471138457;00:38:28.1170000;210666;29;5;508;11;13;7;0,001
OSGA (ContPruning mit Simplifizierung);10;666_rmftsa_ladata.tsv;0,690826288346298;0,672739893800074;00:38:28.1170000;210966;17;6;508;11;13;7;0,001
OSGA (ContPruning mit Simplifizierung);10;666_rmftsa_ladata.tsv;0,222430541989124;0,690804208835715;00:38:28.1170000;213266;16;7;508;11;15;8;0,001
OSGA (ContPruning mit Simplifizierung);10;666_rmftsa_ladata.tsv;0,695823985325923;0,671535375660193;00:38:28.1170000;204766;35;8;508;11;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;666_rmftsa_ladata.tsv;0,736183802204447;0,668566851200692;00:38:28.1170000;202366;31;9;508;11;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;678_visualizing_environmental.tsv;0,270643110360175;0,47165806036282;00:20:04.6410000;200066;34;0;111;4;12;8;0,001
OSGA (ContPruning mit Simplifizierung);10;678_visualizing_environmental.tsv;0,753444721032938;0,413675954210531;00:20:04.6410000;201466;14;1;111;4;13;8;0,001
OSGA (ContPruning mit Simplifizierung);10;678_visualizing_environmental.tsv;0,220134920288249;0,537666243508629;00:20:04.6410000;211366;31;2;111;4;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;678_visualizing_environmental.tsv;0,379113444068323;0,505273869768745;00:20:04.6410000;200666;25;3;111;4;13;7;0,001
OSGA (ContPruning mit Simplifizierung);10;678_visualizing_environmental.tsv;0,493871690830091;0,516491386913017;00:20:04.6410000;209366;24;4;111;4;14;7;0,001
OSGA (ContPruning mit Simplifizierung);10;678_visualizing_environmental.tsv;0,355779713922757;0,518886160720613;00:20:04.6410000;207266;30;5;111;4;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;678_visualizing_environmental.tsv;0,490886792841869;0,516799199981165;00:20:04.6410000;207166;32;6;111;4;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;678_visualizing_environmental.tsv;0,135902423401526;0,532393421110099;00:20:04.6410000;203566;24;7;111;4;13;7;0,001
OSGA (ContPruning mit Simplifizierung);10;678_visualizing_environmental.tsv;0,40067858553173;0,516124940135348;00:20:04.6410000;215466;28;8;111;4;13;7;0,001
OSGA (ContPruning mit Simplifizierung);10;678_visualizing_environmental.tsv;0,612047560032239;0,487563783674728;00:20:04.6410000;202866;22;9;111;4;13;7;0,001
OSGA (ContPruning mit Simplifizierung);10;687_sleuth_ex1605.tsv;0,93632945970936;0,71061322178189;00:16:52.5540000;206066;27;0;62;6;14;9;0,001
OSGA (ContPruning mit Simplifizierung);10;687_sleuth_ex1605.tsv;0,412400183318588;0,734800249372403;00:16:52.5540000;203066;24;1;62;6;15;9;0,001
OSGA (ContPruning mit Simplifizierung);10;687_sleuth_ex1605.tsv;0,89209877517871;0,663484204744995;00:16:52.5540000;205966;47;2;62;6;13;8;0,001
OSGA (ContPruning mit Simplifizierung);10;687_sleuth_ex1605.tsv;0,299443928767844;0,775475606732803;00:16:52.5540000;202366;35;3;62;6;21;8;0,001
OSGA (ContPruning mit Simplifizierung);10;687_sleuth_ex1605.tsv;0,672799128323512;0,740546259810655;00:16:52.5540000;206366;29;4;62;6;16;8;0,001
OSGA (ContPruning mit Simplifizierung);10;687_sleuth_ex1605.tsv;0,924223224064575;0,725797769688356;00:16:52.5540000;207366;35;5;62;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;687_sleuth_ex1605.tsv;0,312691245552708;0,742411830296359;00:16:52.5540000;205466;26;6;62;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;687_sleuth_ex1605.tsv;0,510541613969656;0,76516234390066;00:16:52.5540000;203366;36;7;62;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;687_sleuth_ex1605.tsv;0,284651136588129;0,761816642074128;00:16:52.5540000;209666;26;8;62;6;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;687_sleuth_ex1605.tsv;0,848569549582978;0,761205140685103;00:16:52.5540000;206066;23;9;62;6;17;9;0,001
GAprun;100;strogatz_barmag2.tsv;1;1;04:47:47.9900000;67266;100;0;400;3;29;9;0,001
GAprun;100;strogatz_barmag2.tsv;0,999999989370663;0,999999992664885;04:47:47.9900000;67266;100;1;400;3;90;17;0,001
GAprun;100;strogatz_barmag2.tsv;0,999999998826673;0,999999999548673;04:47:47.9900000;67266;100;2;400;3;100;18;0,001
GAprun;100;strogatz_barmag2.tsv;0,999999997790269;0,999999999017875;04:47:47.9900000;67266;100;3;400;3;81;15;0,001
GAprun;100;strogatz_barmag2.tsv;0,999999043336415;0,99999928691942;04:47:47.9900000;67266;100;4;400;3;74;22;0,001
GAprun;100;strogatz_barmag2.tsv;1;1;04:47:47.9900000;67266;100;5;400;3;17;7;0,001
GAprun;100;strogatz_barmag2.tsv;0,99998366601434;0,999994477900623;04:47:47.9900000;67266;100;6;400;3;68;26;0,001
GAprun;100;strogatz_barmag2.tsv;1;1;04:47:47.9900000;67266;100;7;400;3;28;9;0,001
GAprun;100;strogatz_barmag2.tsv;0,999999663874565;0,999999855339456;04:47:47.9900000;67266;100;8;400;3;57;12;0,001
GAprun;100;strogatz_barmag2.tsv;0,999999959011824;0,999999970019573;04:47:47.9900000;67266;100;9;400;3;64;16;0,001
OSGA (ContPruning mit Simplifizierung);10;690_visualizing_galaxy.tsv;0,960602559654104;0,95714830615769;00:28:38.8940000;204166;26;0;323;5;15;8;0,001
OSGA (ContPruning mit Simplifizierung);10;690_visualizing_galaxy.tsv;0,920380068829878;0,937645536704708;00:28:38.8940000;209066;28;1;323;5;10;7;0,001
OSGA (ContPruning mit Simplifizierung);10;690_visualizing_galaxy.tsv;0,952469298026927;0,944862872394741;00:28:38.8940000;200966;26;2;323;5;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;690_visualizing_galaxy.tsv;0,959873347340245;0,944382681343565;00:28:38.8940000;203566;25;3;323;5;14;8;0,001
OSGA (ContPruning mit Simplifizierung);10;690_visualizing_galaxy.tsv;0,937609221171066;0,958792322643249;00:28:38.8940000;210266;24;4;323;5;13;7;0,001
OSGA (ContPruning mit Simplifizierung);10;690_visualizing_galaxy.tsv;0,955189383755093;0,957159253172744;00:28:38.8940000;202066;26;5;323;5;15;8;0,001
OSGA (ContPruning mit Simplifizierung);10;690_visualizing_galaxy.tsv;0,959054585305213;0,957152346451273;00:28:38.8940000;208366;26;6;323;5;10;6;0,001
OSGA (ContPruning mit Simplifizierung);10;690_visualizing_galaxy.tsv;0,896397195098992;0,910162790283835;00:28:38.8940000;202566;31;7;323;5;13;7;0,001
OSGA (ContPruning mit Simplifizierung);10;690_visualizing_galaxy.tsv;0,914352697667017;0,928136301221431;00:28:38.8940000;204066;31;8;323;5;12;9;0,001
OSGA (ContPruning mit Simplifizierung);10;690_visualizing_galaxy.tsv;0,96343618422802;0,956404987509971;00:28:38.8940000;206666;20;9;323;5;15;8;0,001
OSGA (ContPruning mit Simplifizierung);10;695_chatfield_4.tsv;0,832522784691379;0,890401316890564;00:22:49.6480000;217466;15;0;235;13;15;8;0,001
